,p_id,name,price,colour,brand_name,ratingCount,avg_rating,brand_id
12057,9877147.0,MIMOSA Turquoise Blue & Yellow Art Silk Printed Kanjeevaram Saree,5899.0,Turquoise Blue,mimosa,29.0,4.482758621,569
12058,17036002.0,MIMOSA Coral & White Ethnic Motifs oven Design Zari Art Silk Kanjeevaram Saree,6299.0,Coral,mimosa,7.0,3.857142857,569
12059,15588524.0,MIMOSA Orange & Gold-Toned Ethnic Motifs Zari Art Silk Kanjeevaram Saree,5939.0,Orange,mimosa,12.0,4.0,569
12060,19085128.0,ADBUCKS Women Green Slim Fit High-Rise Peg Trousers,1499.0,Green,adbucks,184.47941042394774,4.101225865898192,26
12061,18507960.0,angloindu Women Black & Grey Printed Maternity Longline Bohemian Tie-Up Shrug,2299.0,Black,angloindu,184.47941042394774,4.101225865898192,71
12062,18507946.0,angloindu Women Yellow & Red Printed Maternity Longline Tie-Up Shrug,2299.0,Yellow,angloindu,184.47941042394774,4.101225865898192,71
12063,9151097.0,Alena Women Peach-Coloured Self Design Top,1599.0,Peach,alena,13.0,3.307692308,49
12064,16036464.0,ARISE Women Black Hooded Sweatshirt,2199.0,Black,arise,6.0,3.833333333,87
12065,18286330.0,ARISE Women Maroon Hot Pants Shorts,1299.0,Maroon,arise,184.47941042394774,4.101225865898192,87
12066,18286310.0,ARISE Women Black Solid Hot Pants,1299.0,Black,arise,184.47941042394774,4.101225865898192,87
12067,18286348.0,ARISE Women Maroon Hot Pants Shorts,1299.0,Maroon,arise,184.47941042394774,4.101225865898192,87
12068,16036540.0,ARISE Women Maroon Pure Cotton Sweatshirt,1499.0,Maroon,arise,184.47941042394774,4.101225865898192,87
12069,19372814.0,White World Girls Magenta & Cream-Coloured Mirror Work Ready to Wear Lehenga &,4999.0,Magenta,white world,184.47941042394774,4.101225865898192,977
12070,19372820.0,White World Girls Orange & Black Mirror Work Ready to Wear Lehenga &,4999.0,Orange,white world,184.47941042394774,4.101225865898192,977
12071,19372794.0,White World Girls Orange & Black Mirror Work Ready to Wear Lehenga &,4999.0,Orange,white world,184.47941042394774,4.101225865898192,977
12072,19372792.0,White World Girls Orange & Blue Mirror Work Ready to Wear Lehenga &,4999.0,Orange,white world,184.47941042394774,4.101225865898192,977
12073,19372790.0,White World Girls Magenta & Black Mirror Work Ready to Wear Lehenga &,4999.0,Magenta,white world,184.47941042394774,4.101225865898192,977
12074,19372786.0,White World Girls Magenta & Black Mirror Work Ready to Wear Lehenga &,4999.0,Magenta,white world,184.47941042394774,4.101225865898192,977
12075,19372784.0,White World Girls Orange & Cream-Coloured Mirror Work Ready to Wear Lehenga &,4999.0,Orange,white world,184.47941042394774,4.101225865898192,977
12076,19372782.0,White World Girls Magenta & Blue Mirror Work Ready to Wear Lehenga &,4999.0,Magenta,white world,184.47941042394774,4.101225865898192,977
12077,19372774.0,White World Girls Pink & Blue Mirror Work Ready to Wear Lehenga &,4999.0,Pink,white world,184.47941042394774,4.101225865898192,977
12078,19372758.0,White World Girls Yellow & Red Embroidered Mirror Work Ready to Wear Lehenga & Choli,4999.0,Yellow,white world,184.47941042394774,4.101225865898192,977
12079,19165458.0,HRITIKA Women Pink Georgette Floral Chikankari Saree,6595.0,Pink,hritika,184.47941042394774,4.101225865898192,375
12080,17851888.0,HRITIKA Mustard Batik Printed Saree,6099.0,Mustard,hritika,14.0,3.642857143,375
12081,18224892.0,HRITIKA Navy Blue Sequinned Saree,7990.0,Navy Blue,hritika,8.0,3.5,375
12082,18224860.0,HRITIKA Black Sequinned Saree,7990.0,Black,hritika,26.0,3.692307692,375
12083,19268846.0,HRITIKA Peach-Coloured & White Floral Chikankari Pure Georgette Saree,6745.0,Peach,hritika,184.47941042394774,4.101225865898192,375
12084,18877470.0,HRITIKA Red Satin Saree,5999.0,Red,hritika,184.47941042394774,4.101225865898192,375
12085,17851804.0,HRITIKA Black & Gold-Toned Paisley Batik Printed Saree,6099.0,Black,hritika,8.0,4.0,375
12086,18321088.0,HRITIKA Grey & Red Saree,8490.0,Grey,hritika,184.47941042394774,4.101225865898192,375
12087,16252158.0,PERFKT-U Women Navy Blue Camouflage Lightweight Outdoor Puffer Jacket,3999.0,Navy Blue,perfkt-u,11.0,4.0,680
12088,15389978.0,PERFKT-U Women Black & Mustard Yellow Colourblocked Lightweight Sporty Jacket,2399.0,Black,perfkt-u,16.0,4.3125,680
12089,18586294.0,PERFKT-U Women Maroon Lightweight Antimicrobial Training or Gym Puffer Jacket,2499.0,Maroon,perfkt-u,184.47941042394774,4.101225865898192,680
12090,14528542.0,PERFKT-U Women Blue Lightweight Sporty Jacket,2199.0,Blue,perfkt-u,6.0,4.5,680
12091,12827984.0,PERFKT-U Women Grey Self Design Sweatshirt,1899.0,Grey,perfkt-u,184.47941042394774,4.101225865898192,680
12092,12843724.0,PERFKT-U Women Black & Burgundy Colourblocked Sweatshirt,1299.0,Black,perfkt-u,184.47941042394774,4.101225865898192,680
12093,18289346.0,KHUMAAR Shuchi Bhutani Women Yellow Self Design Top with Skirt Set,3499.0,Yellow,khumaar shuchi bhutani,184.47941042394774,4.101225865898192,466
12094,17195210.0,KHUMAAR Shuchi Bhutani Women Blue & Multicoloured Printed Top with Skirt,3799.0,Blue,khumaar shuchi bhutani,184.47941042394774,4.101225865898192,466
12095,16450088.0,KHUMAAR Shuchi Bhutani Women Blue & White Top with Shorts,3499.0,Blue,khumaar shuchi bhutani,184.47941042394774,4.101225865898192,466
12096,16450086.0,Khumaar Shuchi Bhutani-Shell Print Skirt Top Co Ord Set,2999.0,Pink,khumaar shuchi bhutani,184.47941042394774,4.101225865898192,466
12097,18468196.0,KAMI KUBI Women Blue schiffli-Embroidered Crop Top,999.0,Blue,kami kubi,184.47941042394774,4.101225865898192,447
12098,17830110.0,KAMI KUBI Grey & Peach-Coloured Printed Pure Cotton Unstitched Dress Material,3499.0,Grey,kami kubi,184.47941042394774,4.101225865898192,447
12099,16180728.0,KAMI KUBI Women Black Printed Unstitched Dress Material,4299.0,Black,kami kubi,184.47941042394774,4.101225865898192,447
12100,16180720.0,KAMI KUBI Navy Blue & Brown Embroidered Art Silk Unstitched Dress Material,3999.0,Navy Blue,kami kubi,184.47941042394774,4.101225865898192,447
12101,17713800.0,KAMI KUBI Pink Embroidered Unstitched Dress Material,4799.0,Pink,kami kubi,184.47941042394774,4.101225865898192,447
12102,18921478.0,Kannan Women Yellow Basic Jumpsuit,1999.0,Yellow,kannan,184.47941042394774,4.101225865898192,449
12103,18547990.0,Kannan White & Pink Printed Basic Jumpsuit,1999.0,White,kannan,184.47941042394774,4.101225865898192,449
12104,18547946.0,Kannan Women White & Red Printed Jumpsuit,1999.0,White,kannan,184.47941042394774,4.101225865898192,449
12105,18547972.0,Kannan Orange & Blue Striped Basic Jumpsuit,1999.0,Orange,kannan,184.47941042394774,4.101225865898192,449
12106,18765558.0,MOD ECRU Women Magenta Urban Slim Fit Pleated Trousers,1899.0,Magenta,mod ecru,184.47941042394774,4.101225865898192,585
